Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,8.38865464397686,0.983682408371226,-0.321922701894235,0,0,0,0.040989831193917,1.07132168943605E-05,-1.36461663564329E-07,-3.56868824575279E-07,8.27780003669262E-06,1.69028864490761E-08,6.29622534613929E-06,0,0,0,0,0,0,package://unitree_l6_link_001/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://unitree_l6_link_001/meshes/base_link.STL,,瀹囨爲L6娉曞叞-1;瀹囨爲L6杩炴帴澶_-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
